cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ
LGEG,T,RW,EX,BOP,VM,NSA
LGEH,T,RW,EX,BOP,VM,SA
LGFB,T,RW,IM,OTS,CP,NSA
LGFE,T,RW,IM,OTS,CVM,NSA
LGFD,T,RW,IM,OTS,KQ,NSA
L87N,T,RW,IM,BOP,CP,NSA
L87O,T,RW,IM,BOP,CP,SA
LGET,T,RW,IM,BOP,CVM,NSA
LGEU,T,RW,IM,BOP,CVM,SA
LGEY,T,RW,IM,BOP,DEF,NSA
LGEO,T,RW,IM,BOP,IDEF,NSA
LGEP,T,RW,IM,BOP,IDEF,SA
LGEZ,T,RW,IM,BOP,VM,NSA
LGFA,T,RW,IM,BOP,VM,SA
LQCT,T,WW,BAL,BOP,CP,NSA
BOKI,T,WW,BAL,BOP,CP,SA
BQKT,T,WW,BAL,BOP,DEF,NSA
HGAA,T,WW,EX,OTS,CP,NSA
ELDQ,T,WW,EX,OTS,IDEF,NSA
OAPC,T,WW,EX,OTS,KQ,NSA
ELDI,T,WW,EX,OTS,VM,NSA
LQAD,T,WW,EX,BOP,CP,NSA
BOKG,T,WW,EX,BOP,CP,SA
BQKP,T,WW,EX,BOP,CVM,NSA
BQKQ,T,WW,EX,BOP,CVM,SA
BQKR,T,WW,EX,BOP,DEF,NSA
BQNK,T,WW,EX,BOP,IDEF,NSA
BOVW,T,WW,EX,BOP,IDEF,SA
BOBZ,T,WW,EX,BOP,PYP,NSA
BOMM,T,WW,EX,BOP,PYP,SA
BPBP,T,WW,EX,BOP,VM,NSA
BQKU,T,WW,EX,BOP,VM,SA
HGAD,T,WW,IM,OTS,CP,NSA
ELEG,T,WW,IM,OTS,IDEF,NSA
OCPC,T,WW,IM,OTS,KQ,NSA
ELDY,T,WW,IM,OTS,VM,NSA
LQBL,T,WW,IM,BOP,CP,NSA
BOKH,T,WW,IM,BOP,CP,SA
BQKN,T,WW,IM,BOP,CVM,NSA
BQKO,T,WW,IM,BOP,CVM,SA
BQKS,T,WW,IM,BOP,DEF,NSA
BQNL,T,WW,IM,BOP,IDEF,NSA
BPGW,T,WW,IM,BOP,IDEF,SA
BPPV,T,WW,IM,BOP,PYP,NSA
BPRG,T,WW,IM,BOP,PYP,SA
BQBJ,T,WW,IM,BOP,VM,NSA
BQKV,T,WW,IM,BOP,VM,SA
SHEV,0,EU,EX,OTS,CP,NSA
SHEX,0,EU,EX,OTS,CVM,NSA
SHEW,0,EU,EX,OTS,KQ,NSA
SHEL,0,EU,EX,BOP,CP,NSA
SHEM,0,EU,EX,BOP,CP,SA
SHEO,0,EU,EX,BOP,CVM,NSA
SHEP,0,EU,EX,BOP,CVM,SA
SHET,0,EU,EX,BOP,DEF,NSA
SHEU,0,EU,EX,BOP,VM,SA
SHFI,0,EU,IM,OTS,CP,NSA
SHFK,0,EU,IM,OTS,CVM,NSA
SHFJ,0,EU,IM,OTS,KQ,NSA
SHEY,0,EU,IM,BOP,CP,NSA
SHEZ,0,EU,IM,BOP,CP,SA
SHFB,0,EU,IM,BOP,CVM,NSA
SHFC,0,EU,IM,BOP,CVM,SA
SHFG,0,EU,IM,BOP,DEF,NSA
SHFH,0,EU,IM,BOP,VM,SA
SHFV,0,RW,EX,OTS,CP,NSA
SHFX,0,RW,EX,OTS,CVM,NSA
SHFW,0,RW,EX,OTS,KQ,NSA
SHFL,0,RW,EX,BOP,CP,NSA
SHFM,0,RW,EX,BOP,CP,SA
SHFO,0,RW,EX,BOP,CVM,NSA
SHFP,0,RW,EX,BOP,CVM,SA
SHFT,0,RW,EX,BOP,DEF,NSA
SHFU,0,RW,EX,BOP,VM,SA
SHGI,0,RW,IM,OTS,CP,NSA
SHGK,0,RW,IM,OTS,CVM,NSA
SHGJ,0,RW,IM,OTS,KQ,NSA
SHFY,0,RW,IM,BOP,CP,NSA
SHFZ,0,RW,IM,BOP,CP,SA
SHGB,0,RW,IM,BOP,CVM,NSA
SHGC,0,RW,IM,BOP,CVM,SA
SHGG,0,RW,IM,BOP,DEF,NSA
SHGH,0,RW,IM,BOP,VM,SA
EHAX,0,WW,BAL,BOP,CP,SA
BQCE,0,WW,EX,OTS,CP,NSA
OAMS,0,WW,EX,OTS,KQ,NSA
IHAH,0,WW,EX,BOP,CP,NSA
BOGG,0,WW,EX,BOP,CP,SA
IIFY,0,WW,EX,BOP,CVM,NSA
ODUM,0,WW,EX,BOP,CVM,SA
EHET,0,WW,EX,BOP,DEF,NSA
EHCF,0,WW,EX,BOP,VM,SA
BQFM,0,WW,IM,OTS,CP,NSA
OCMS,0,WW,IM,OTS,KQ,NSA
IHAJ,0,WW,IM,BOP,CP,NSA
BQQR,0,WW,IM,BOP,CP,SA
IIFZ,0,WW,IM,BOP,CVM,NSA
OGSH,0,WW,IM,BOP,CVM,SA
EHFZ,0,WW,IM,BOP,DEF,NSA
EHDL,0,WW,IM,BOP,VM,SA
JYVP,0,EU,EX,OTS,CP,NSA
JYVR,0,EU,EX,OTS,CVM,NSA
JYVQ,0,EU,EX,OTS,KQ,NSA
JYVF,0,EU,EX,BOP,CP,NSA
JYVG,0,EU,EX,BOP,CP,SA
JYVI,0,EU,EX,BOP,CVM,NSA
JYVJ,0,EU,EX,BOP,CVM,SA
JYVN,0,EU,EX,BOP,DEF,NSA
JYVO,0,EU,EX,BOP,VM,SA
JYWC,0,EU,IM,OTS,CP,NSA
JYWE,0,EU,IM,OTS,CVM,NSA
JYWD,0,EU,IM,OTS,KQ,NSA
JYVS,0,EU,IM,BOP,CP,NSA
JYVT,0,EU,IM,BOP,CP,SA
JYVV,0,EU,IM,BOP,CVM,NSA
JYVW,0,EU,IM,BOP,CVM,SA
JYWA,0,EU,IM,BOP,DEF,NSA
JYWB,0,EU,IM,BOP,VM,SA
JYYS,0,RW,EX,OTS,CP,NSA
JYYU,0,RW,EX,OTS,CVM,NSA
JYYT,0,RW,EX,OTS,KQ,NSA
JYWF,0,RW,EX,BOP,CP,NSA
JYWG,0,RW,EX,BOP,CP,SA
JYWI,0,RW,EX,BOP,CVM,NSA
JYWJ,0,RW,EX,BOP,CVM,SA
JYYQ,0,RW,EX,BOP,DEF,NSA
JYYR,0,RW,EX,BOP,VM,SA
JYZF,0,RW,IM,OTS,CP,NSA
JYZH,0,RW,IM,OTS,CVM,NSA
JYZG,0,RW,IM,OTS,KQ,NSA
JYYV,0,RW,IM,BOP,CP,NSA
JYYW,0,RW,IM,BOP,CP,SA
JYYY,0,RW,IM,BOP,CVM,NSA
JYYZ,0,RW,IM,BOP,CVM,SA
JYZD,0,RW,IM,BOP,DEF,NSA
JYZE,0,RW,IM,BOP,VM,SA
OABG,0,WW,BAL,BOP,CP,SA
OAFD,0,WW,EX,OTS,KQ,NSA
IGOP,0,WW,EX,BOP,CP,NSA
OKCK,0,WW,EX,BOP,CP,SA
IHZY,0,WW,EX,BOP,CVM,NSA
OKPU,0,WW,EX,BOP,CVM,SA
OMDY,0,WW,EX,BOP,DEF,NSA
OLQO,0,WW,EX,BOP,VM,SA
OCFD,0,WW,IM,OTS,KQ,NSA
IGOQ,0,WW,IM,BOP,CP,NSA
OKDW,0,WW,IM,BOP,CP,SA
IHZZ,0,WW,IM,BOP,CVM,NSA
OKRG,0,WW,IM,BOP,CVM,SA
OMFL,0,WW,IM,BOP,DEF,NSA
OLSA,0,WW,IM,BOP,VM,SA
JYZS,1,EU,EX,OTS,CP,NSA
JYZU,1,EU,EX,OTS,CVM,NSA
JYZT,1,EU,EX,OTS,KQ,NSA
JYZI,1,EU,EX,BOP,CP,NSA
JYZJ,1,EU,EX,BOP,CP,SA
JYZL,1,EU,EX,BOP,CVM,NSA
JYZM,1,EU,EX,BOP,CVM,SA
JYZQ,1,EU,EX,BOP,DEF,NSA
JYZR,1,EU,EX,BOP,VM,SA
JZBF,1,EU,IM,OTS,CP,NSA
JZBH,1,EU,IM,OTS,CVM,NSA
JZBG,1,EU,IM,OTS,KQ,NSA
JYZV,1,EU,IM,BOP,CP,NSA
JYZW,1,EU,IM,BOP,CP,SA
JYZY,1,EU,IM,BOP,CVM,NSA
JYZZ,1,EU,IM,BOP,CVM,SA
JZBD,1,EU,IM,BOP,DEF,NSA
JZBE,1,EU,IM,BOP,VM,SA
JZBS,1,RW,EX,OTS,CP,NSA
JZDX,1,RW,EX,OTS,CVM,NSA
JZDW,1,RW,EX,OTS,KQ,NSA
JZBI,1,RW,EX,BOP,CP,NSA
JZBJ,1,RW,EX,BOP,CP,SA
JZBL,1,RW,EX,BOP,CVM,NSA
JZBM,1,RW,EX,BOP,CVM,SA
JZBQ,1,RW,EX,BOP,DEF,NSA
JZBR,1,RW,EX,BOP,VM,SA
JZEI,1,RW,IM,OTS,CP,NSA
JZEK,1,RW,IM,OTS,CVM,NSA
JZEJ,1,RW,IM,OTS,KQ,NSA
JZDY,1,RW,IM,BOP,CP,NSA
JZDZ,1,RW,IM,BOP,CP,SA
JZEB,1,RW,IM,BOP,CVM,NSA
JZEC,1,RW,IM,BOP,CVM,SA
JZEG,1,RW,IM,BOP,DEF,NSA
JZEH,1,RW,IM,BOP,VM,SA
EHAY,1,WW,BAL,BOP,CP,SA
OAFE,1,WW,EX,OTS,KQ,NSA
IGOR,1,WW,EX,BOP,CP,NSA
BOGS,1,WW,EX,BOP,CP,SA
IIFI,1,WW,EX,BOP,CVM,NSA
ODUS,1,WW,EX,BOP,CVM,SA
EHEU,1,WW,EX,BOP,DEF,NSA
EHCG,1,WW,EX,BOP,VM,SA
OCFE,1,WW,IM,OTS,KQ,NSA
IGOV,1,WW,IM,BOP,CP,NSA
BQQS,1,WW,IM,BOP,CP,SA
IIFJ,1,WW,IM,BOP,CVM,NSA
OGSI,1,WW,IM,BOP,CVM,SA
EHGA,1,WW,IM,BOP,DEF,NSA
EHDM,1,WW,IM,BOP,VM,SA
JZEV,2,EU,EX,OTS,CP,NSA
JZEX,2,EU,EX,OTS,CVM,NSA
JZEW,2,EU,EX,OTS,KQ,NSA
JZEL,2,EU,EX,BOP,CP,NSA
JZEM,2,EU,EX,BOP,CP,SA
JZEO,2,EU,EX,BOP,CVM,NSA
JZEP,2,EU,EX,BOP,CVM,SA
JZET,2,EU,EX,BOP,DEF,NSA
JZEU,2,EU,EX,BOP,VM,SA
JZFI,2,EU,IM,OTS,CP,NSA
JZFK,2,EU,IM,OTS,CVM,NSA
JZFJ,2,EU,IM,OTS,KQ,NSA
JZEY,2,EU,IM,BOP,CP,NSA
JZEZ,2,EU,IM,BOP,CP,SA
JZFB,2,EU,IM,BOP,CVM,NSA
JZFC,2,EU,IM,BOP,CVM,SA
JZFG,2,EU,IM,BOP,DEF,NSA
JZFH,2,EU,IM,BOP,VM,SA
JZFV,2,RW,EX,OTS,CP,NSA
JZFX,2,RW,EX,OTS,CVM,NSA
JZFW,2,RW,EX,OTS,KQ,NSA
JZFL,2,RW,EX,BOP,CP,NSA
JZFM,2,RW,EX,BOP,CP,SA
JZFO,2,RW,EX,BOP,CVM,NSA
JZFP,2,RW,EX,BOP,CVM,SA
JZFT,2,RW,EX,BOP,DEF,NSA
JZFU,2,RW,EX,BOP,VM,SA
JZIQ,2,RW,IM,OTS,CP,NSA
JZIS,2,RW,IM,OTS,CVM,NSA
JZIR,2,RW,IM,OTS,KQ,NSA
JZFY,2,RW,IM,BOP,CP,NSA
JZIC,2,RW,IM,BOP,CP,SA
JZIE,2,RW,IM,BOP,CVM,NSA
JZIF,2,RW,IM,BOP,CVM,SA
JZIK,2,RW,IM,BOP,DEF,NSA
JZIL,2,RW,IM,BOP,VM,SA
EHAZ,2,WW,BAL,BOP,CP,SA
OAFF,2,WW,EX,OTS,KQ,NSA
IGOW,2,WW,EX,BOP,CP,NSA
BQMS,2,WW,EX,BOP,CP,SA
IIFK,2,WW,EX,BOP,CVM,NSA
OEAF,2,WW,EX,BOP,CVM,SA
EHEV,2,WW,EX,BOP,DEF,NSA
EHCH,2,WW,EX,BOP,VM,SA
OCFF,2,WW,IM,OTS,KQ,NSA
IGOX,2,WW,IM,BOP,CP,NSA
BQQT,2,WW,IM,BOP,CP,SA
IIFL,2,WW,IM,BOP,CVM,NSA
OGSJ,2,WW,IM,BOP,CVM,SA
EHGB,2,WW,IM,BOP,DEF,NSA
EHDN,2,WW,IM,BOP,VM,SA
JZJT,3,EU,EX,OTS,CP,NSA
JZJV,3,EU,EX,OTS,CVM,NSA
JZJU,3,EU,EX,OTS,KQ,NSA
JZIT,3,EU,EX,BOP,CP,NSA
JZIU,3,EU,EX,BOP,CP,SA
JZIX,3,EU,EX,BOP,CVM,NSA
JZIY,3,EU,EX,BOP,CVM,SA
JZJH,3,EU,EX,BOP,DEF,NSA
JZJK,3,EU,EX,BOP,VM,SA
JZMK,3,EU,IM,OTS,CP,NSA
JZMM,3,EU,IM,OTS,CVM,NSA
JZML,3,EU,IM,OTS,KQ,NSA
JZJW,3,EU,IM,BOP,CP,NSA
JZJX,3,EU,IM,BOP,CP,SA
JZJZ,3,EU,IM,BOP,CVM,NSA
JZKA,3,EU,IM,BOP,CVM,SA
JZMI,3,EU,IM,BOP,DEF,NSA
JZMJ,3,EU,IM,BOP,VM,SA
JZMX,3,RW,EX,OTS,CP,NSA
JZMZ,3,RW,EX,OTS,CVM,NSA
JZMY,3,RW,EX,OTS,KQ,NSA
JZMN,3,RW,EX,BOP,CP,NSA
JZMO,3,RW,EX,BOP,CP,SA
JZMQ,3,RW,EX,BOP,CVM,NSA
JZMR,3,RW,EX,BOP,CVM,SA
JZMV,3,RW,EX,BOP,DEF,NSA
JZMW,3,RW,EX,BOP,VM,SA
JZNK,3,RW,IM,OTS,CP,NSA
JZNM,3,RW,IM,OTS,CVM,NSA
JZNL,3,RW,IM,OTS,KQ,NSA
JZNA,3,RW,IM,BOP,CP,NSA
JZNB,3,RW,IM,BOP,CP,SA
JZND,3,RW,IM,BOP,CVM,NSA
JZNE,3,RW,IM,BOP,CVM,SA
JZNI,3,RW,IM,BOP,DEF,NSA
JZNJ,3,RW,IM,BOP,VM,SA
OABI,3,WW,BAL,BOP,CP,SA
OAFG,3,WW,EX,OTS,KQ,NSA
IGOY,3,WW,EX,BOP,CP,NSA
OKCL,3,WW,EX,BOP,CP,SA
IIAA,3,WW,EX,BOP,CVM,NSA
OKPV,3,WW,EX,BOP,CVM,SA
OMEA,3,WW,EX,BOP,DEF,NSA
OLQP,3,WW,EX,BOP,VM,SA
OCFG,3,WW,IM,OTS,KQ,NSA
IGPA,3,WW,IM,BOP,CP,NSA
OKDX,3,WW,IM,BOP,CP,SA
IIAB,3,WW,IM,BOP,CVM,NSA
OKRH,3,WW,IM,BOP,CVM,SA
OMFM,3,WW,IM,BOP,DEF,NSA
OLSB,3,WW,IM,BOP,VM,SA
JZNX,4,EU,EX,OTS,CP,NSA
JZNZ,4,EU,EX,OTS,CVM,NSA
JZNY,4,EU,EX,OTS,KQ,NSA
JZNN,4,EU,EX,BOP,CP,NSA
JZNO,4,EU,EX,BOP,CP,SA
JZNQ,4,EU,EX,BOP,CVM,NSA
JZNR,4,EU,EX,BOP,CVM,SA
JZNV,4,EU,EX,BOP,DEF,NSA
JZNW,4,EU,EX,BOP,VM,SA
JZOK,4,EU,IM,OTS,CP,NSA
JZOM,4,EU,IM,OTS,CVM,NSA
JZOL,4,EU,IM,OTS,KQ,NSA
JZOA,4,EU,IM,BOP,CP,NSA
JZOB,4,EU,IM,BOP,CP,SA
JZOD,4,EU,IM,BOP,CVM,NSA
JZOE,4,EU,IM,BOP,CVM,SA
JZOI,4,EU,IM,BOP,DEF,NSA
JZOJ,4,EU,IM,BOP,VM,SA
JZOX,4,RW,EX,OTS,CP,NSA
JZOZ,4,RW,EX,OTS,CVM,NSA
JZOY,4,RW,EX,OTS,KQ,NSA
JZON,4,RW,EX,BOP,CP,NSA
JZOO,4,RW,EX,BOP,CP,SA
JZOQ,4,RW,EX,BOP,CVM,NSA
JZOR,4,RW,EX,BOP,CVM,SA
JZOV,4,RW,EX,BOP,DEF,NSA
JZOW,4,RW,EX,BOP,VM,SA
JZPK,4,RW,IM,OTS,CP,NSA
JZPM,4,RW,IM,OTS,CVM,NSA
JZPL,4,RW,IM,OTS,KQ,NSA
JZPA,4,RW,IM,BOP,CP,NSA
JZPB,4,RW,IM,BOP,CP,SA
JZPD,4,RW,IM,BOP,CVM,NSA
JZPE,4,RW,IM,BOP,CVM,SA
JZPI,4,RW,IM,BOP,DEF,NSA
JZPJ,4,RW,IM,BOP,VM,SA
OABO,4,WW,BAL,BOP,CP,SA
OAFH,4,WW,EX,OTS,KQ,NSA
IGPC,4,WW,EX,BOP,CP,NSA
OKCM,4,WW,EX,BOP,CP,SA
IIAC,4,WW,EX,BOP,CVM,NSA
OKPW,4,WW,EX,BOP,CVM,SA
OMEB,4,WW,EX,BOP,DEF,NSA
OLQQ,4,WW,EX,BOP,VM,SA
OCFH,4,WW,IM,OTS,KQ,NSA
IGPD,4,WW,IM,BOP,CP,NSA
OKDY,4,WW,IM,BOP,CP,SA
IIAD,4,WW,IM,BOP,CVM,NSA
OKRI,4,WW,IM,BOP,CVM,SA
OMFN,4,WW,IM,BOP,DEF,NSA
OLSC,4,WW,IM,BOP,VM,SA
JZVX,8,EU,EX,OTS,CP,NSA
JZVZ,8,EU,EX,OTS,CVM,NSA
JZVY,8,EU,EX,OTS,KQ,NSA
JZVN,8,EU,EX,BOP,CP,NSA
JZVO,8,EU,EX,BOP,CP,SA
JZVQ,8,EU,EX,BOP,CVM,NSA
JZVR,8,EU,EX,BOP,CVM,SA
JZVV,8,EU,EX,BOP,DEF,NSA
JZVW,8,EU,EX,BOP,VM,SA
JZWK,8,EU,IM,OTS,CP,NSA
JZWM,8,EU,IM,OTS,CVM,NSA
JZWL,8,EU,IM,OTS,KQ,NSA
JZWA,8,EU,IM,BOP,CP,NSA
JZWB,8,EU,IM,BOP,CP,SA
JZWD,8,EU,IM,BOP,CVM,NSA
JZWE,8,EU,IM,BOP,CVM,SA
JZWI,8,EU,IM,BOP,DEF,NSA
JZWJ,8,EU,IM,BOP,VM,SA
JZWX,8,RW,EX,OTS,CP,NSA
JZWZ,8,RW,EX,OTS,CVM,NSA
JZWY,8,RW,EX,OTS,KQ,NSA
JZWN,8,RW,EX,BOP,CP,NSA
JZWO,8,RW,EX,BOP,CP,SA
JZWQ,8,RW,EX,BOP,CVM,NSA
JZWR,8,RW,EX,BOP,CVM,SA
JZWV,8,RW,EX,BOP,DEF,NSA
JZWW,8,RW,EX,BOP,VM,SA
JZXL,8,RW,IM,OTS,CP,NSA
JZXN,8,RW,IM,OTS,CVM,NSA
JZXM,8,RW,IM,OTS,KQ,NSA
JZXA,8,RW,IM,BOP,CP,NSA
JZXB,8,RW,IM,BOP,CP,SA
JZXD,8,RW,IM,BOP,CVM,NSA
JZXE,8,RW,IM,BOP,CVM,SA
JZXJ,8,RW,IM,BOP,DEF,NSA
JZXK,8,RW,IM,BOP,VM,SA
OACJ,8,WW,BAL,BOP,CP,SA
OAFL,8,WW,EX,OTS,KQ,NSA
IGPO,8,WW,EX,BOP,CP,NSA
OKCP,8,WW,EX,BOP,CP,SA
IIAI,8,WW,EX,BOP,CVM,NSA
OKPZ,8,WW,EX,BOP,CVM,SA
OMEE,8,WW,EX,BOP,DEF,NSA
OLQT,8,WW,EX,BOP,VM,SA
OCFL,8,WW,IM,OTS,KQ,NSA
IGPW,8,WW,IM,BOP,CP,NSA
OKEB,8,WW,IM,BOP,CP,SA
IIAJ,8,WW,IM,BOP,CVM,NSA
OKRL,8,WW,IM,BOP,CVM,SA
OMFR,8,WW,IM,BOP,DEF,NSA
OLSF,8,WW,IM,BOP,VM,SA
JZPX,5,EU,EX,OTS,CP,NSA
JZPZ,5,EU,EX,OTS,CVM,NSA
JZPY,5,EU,EX,OTS,KQ,NSA
JZPN,5,EU,EX,BOP,CP,NSA
JZPO,5,EU,EX,BOP,CP,SA
JZPQ,5,EU,EX,BOP,CVM,NSA
JZPR,5,EU,EX,BOP,CVM,SA
JZPV,5,EU,EX,BOP,DEF,NSA
JZPW,5,EU,EX,BOP,VM,SA
JZQK,5,EU,IM,OTS,CP,NSA
JZQM,5,EU,IM,OTS,CVM,NSA
JZQL,5,EU,IM,OTS,KQ,NSA
JZQA,5,EU,IM,BOP,CP,NSA
JZQB,5,EU,IM,BOP,CP,SA
JZQD,5,EU,IM,BOP,CVM,NSA
JZQE,5,EU,IM,BOP,CVM,SA
JZQI,5,EU,IM,BOP,DEF,NSA
JZQJ,5,EU,IM,BOP,VM,SA
JZQX,5,RW,EX,OTS,CP,NSA
JZQZ,5,RW,EX,OTS,CVM,NSA
JZQY,5,RW,EX,OTS,KQ,NSA
JZQN,5,RW,EX,BOP,CP,NSA
JZQO,5,RW,EX,BOP,CP,SA
JZQQ,5,RW,EX,BOP,CVM,NSA
JZQR,5,RW,EX,BOP,CVM,SA
JZQV,5,RW,EX,BOP,DEF,NSA
JZQW,5,RW,EX,BOP,VM,SA
JZRK,5,RW,IM,OTS,CP,NSA
JZRM,5,RW,IM,OTS,CVM,NSA
JZRL,5,RW,IM,OTS,KQ,NSA
JZRA,5,RW,IM,BOP,CP,NSA
JZRB,5,RW,IM,BOP,CP,SA
JZRD,5,RW,IM,BOP,CVM,NSA
JZRE,5,RW,IM,BOP,CVM,SA
JZRI,5,RW,IM,BOP,DEF,NSA
JZRJ,5,RW,IM,BOP,VM,SA
EHBB,5,WW,BAL,BOP,CP,SA
OAFI,5,WW,EX,OTS,KQ,NSA
IGPF,5,WW,EX,BOP,CP,NSA
BQMU,5,WW,EX,BOP,CP,SA
IIFM,5,WW,EX,BOP,CVM,NSA
OEAY,5,WW,EX,BOP,CVM,SA
EHEX,5,WW,EX,BOP,DEF,NSA
EHCJ,5,WW,EX,BOP,VM,SA
OCFI,5,WW,IM,OTS,KQ,NSA
IGPG,5,WW,IM,BOP,CP,NSA
BQQV,5,WW,IM,BOP,CP,SA
IIFN,5,WW,IM,BOP,CVM,NSA
OGSL,5,WW,IM,BOP,CVM,SA
EHGD,5,WW,IM,BOP,DEF,NSA
EHDP,5,WW,IM,BOP,VM,SA
JZRX,6,EU,EX,OTS,CP,NSA
JZRZ,6,EU,EX,OTS,CVM,NSA
JZRY,6,EU,EX,OTS,KQ,NSA
JZRN,6,EU,EX,BOP,CP,NSA
JZRO,6,EU,EX,BOP,CP,SA
JZRQ,6,EU,EX,BOP,CVM,NSA
JZRR,6,EU,EX,BOP,CVM,SA
JZRV,6,EU,EX,BOP,DEF,NSA
JZRW,6,EU,EX,BOP,VM,SA
JZSK,6,EU,IM,OTS,CP,NSA
JZSM,6,EU,IM,OTS,CVM,NSA
JZSL,6,EU,IM,OTS,KQ,NSA
JZSA,6,EU,IM,BOP,CP,NSA
JZSB,6,EU,IM,BOP,CP,SA
JZSD,6,EU,IM,BOP,CVM,NSA
JZSE,6,EU,IM,BOP,CVM,SA
JZSI,6,EU,IM,BOP,DEF,NSA
JZSJ,6,EU,IM,BOP,VM,SA
JZSX,6,RW,EX,OTS,CP,NSA
JZSZ,6,RW,EX,OTS,CVM,NSA
JZSY,6,RW,EX,OTS,KQ,NSA
JZSN,6,RW,EX,BOP,CP,NSA
JZSO,6,RW,EX,BOP,CP,SA
JZSQ,6,RW,EX,BOP,CVM,NSA
JZSR,6,RW,EX,BOP,CVM,SA
JZSV,6,RW,EX,BOP,DEF,NSA
JZSW,6,RW,EX,BOP,VM,SA
JZTK,6,RW,IM,OTS,CP,NSA
JZTM,6,RW,IM,OTS,CVM,NSA
JZTL,6,RW,IM,OTS,KQ,NSA
JZTA,6,RW,IM,BOP,CP,NSA
JZTB,6,RW,IM,BOP,CP,SA
JZTD,6,RW,IM,BOP,CVM,NSA
JZTE,6,RW,IM,BOP,CVM,SA
JZTI,6,RW,IM,BOP,DEF,NSA
JZTJ,6,RW,IM,BOP,VM,SA
OABP,6,WW,BAL,BOP,CP,SA
OAFJ,6,WW,EX,OTS,KQ,NSA
OAPM,6,WW,EX,OTS,VM,NSA
IGPH,6,WW,EX,BOP,CP,NSA
OKCN,6,WW,EX,BOP,CP,SA
IIAE,6,WW,EX,BOP,CVM,NSA
OKPX,6,WW,EX,BOP,CVM,SA
OMEC,6,WW,EX,BOP,DEF,NSA
OLQR,6,WW,EX,BOP,VM,SA
OCFJ,6,WW,IM,OTS,KQ,NSA
IGPJ,6,WW,IM,BOP,CP,NSA
OKDZ,6,WW,IM,BOP,CP,SA
IIAF,6,WW,IM,BOP,CVM,NSA
OKRJ,6,WW,IM,BOP,CVM,SA
OMFO,6,WW,IM,BOP,DEF,NSA
OLSD,6,WW,IM,BOP,VM,SA
JZTX,7,EU,EX,OTS,CP,NSA
JZTZ,7,EU,EX,OTS,CVM,NSA
JZTY,7,EU,EX,OTS,KQ,NSA
JZTN,7,EU,EX,BOP,CP,NSA
JZTO,7,EU,EX,BOP,CP,SA
JZTQ,7,EU,EX,BOP,CVM,NSA
JZTR,7,EU,EX,BOP,CVM,SA
JZTV,7,EU,EX,BOP,DEF,NSA
JZTW,7,EU,EX,BOP,VM,SA
JZUK,7,EU,IM,OTS,CP,NSA
JZUM,7,EU,IM,OTS,CVM,NSA
JZUL,7,EU,IM,OTS,KQ,NSA
JZUA,7,EU,IM,BOP,CP,NSA
JZUB,7,EU,IM,BOP,CP,SA
JZUD,7,EU,IM,BOP,CVM,NSA
JZUE,7,EU,IM,BOP,CVM,SA
JZUI,7,EU,IM,BOP,DEF,NSA
JZUJ,7,EU,IM,BOP,VM,SA
JZUX,7,RW,EX,OTS,CP,NSA
JZUZ,7,RW,EX,OTS,CVM,NSA
JZUY,7,RW,EX,OTS,KQ,NSA
JZUN,7,RW,EX,BOP,CP,NSA
JZUO,7,RW,EX,BOP,CP,SA
JZUQ,7,RW,EX,BOP,CVM,NSA
JZUR,7,RW,EX,BOP,CVM,SA
JZUV,7,RW,EX,BOP,DEF,NSA
JZUW,7,RW,EX,BOP,VM,SA
JZVK,7,RW,IM,OTS,CP,NSA
JZVM,7,RW,IM,OTS,CVM,NSA
JZVL,7,RW,IM,OTS,KQ,NSA
JZVA,7,RW,IM,BOP,CP,NSA
JZVB,7,RW,IM,BOP,CP,SA
JZVD,7,RW,IM,BOP,CVM,NSA
JZVE,7,RW,IM,BOP,CVM,SA
JZVI,7,RW,IM,BOP,DEF,NSA
JZVJ,7,RW,IM,BOP,VM,SA
OACH,7,WW,BAL,BOP,CP,SA
OAFK,7,WW,EX,OTS,KQ,NSA
IGPK,7,WW,EX,BOP,CP,NSA
OKCO,7,WW,EX,BOP,CP,SA
IIAG,7,WW,EX,BOP,CVM,NSA
OKPY,7,WW,EX,BOP,CVM,SA
OMED,7,WW,EX,BOP,DEF,NSA
OLQS,7,WW,EX,BOP,VM,SA
OCFK,7,WW,IM,OTS,KQ,NSA
IGPM,7,WW,IM,BOP,CP,NSA
OKEA,7,WW,IM,BOP,CP,SA
IIAH,7,WW,IM,BOP,CVM,NSA
OKRK,7,WW,IM,BOP,CVM,SA
OMFP,7,WW,IM,BOP,DEF,NSA
OLSE,7,WW,IM,BOP,VM,SA
JZXY,9,EU,EX,OTS,CP,NSA
JZYA,9,EU,EX,OTS,CVM,NSA
JZXZ,9,EU,EX,OTS,KQ,NSA
JZXO,9,EU,EX,BOP,CP,NSA
JZXP,9,EU,EX,BOP,CP,SA
JZXR,9,EU,EX,BOP,CVM,NSA
JZXS,9,EU,EX,BOP,CVM,SA
JZXW,9,EU,EX,BOP,DEF,NSA
JZXX,9,EU,EX,BOP,VM,SA
JZYL,9,EU,IM,OTS,CP,NSA
JZYN,9,EU,IM,OTS,CVM,NSA
JZYM,9,EU,IM,OTS,KQ,NSA
JZYB,9,EU,IM,BOP,CP,NSA
