cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ
JZYC,9,EU,IM,BOP,CP,SA
JZYE,9,EU,IM,BOP,CVM,NSA
JZYF,9,EU,IM,BOP,CVM,SA
JZYJ,9,EU,IM,BOP,DEF,NSA
JZYK,9,EU,IM,BOP,VM,SA
JZYY,9,RW,EX,OTS,CP,NSA
LFDU,9,RW,EX,OTS,CVM,NSA
JZYZ,9,RW,EX,OTS,KQ,NSA
JZYO,9,RW,EX,BOP,CP,NSA
JZYP,9,RW,EX,BOP,CP,SA
JZYR,9,RW,EX,BOP,CVM,NSA
JZYS,9,RW,EX,BOP,CVM,SA
JZYW,9,RW,EX,BOP,DEF,NSA
JZYX,9,RW,EX,BOP,VM,SA
LGCC,9,RW,IM,OTS,CP,NSA
LGCE,9,RW,IM,OTS,CVM,NSA
LGCD,9,RW,IM,OTS,KQ,NSA
LGBS,9,RW,IM,BOP,CP,NSA
LGBT,9,RW,IM,BOP,CP,SA
LGBV,9,RW,IM,BOP,CVM,NSA
LGBW,9,RW,IM,BOP,CVM,SA
LGCA,9,RW,IM,BOP,DEF,NSA
LGCB,9,RW,IM,BOP,VM,SA
OACN,9,WW,BAL,BOP,CP,SA
OAFM,9,WW,EX,OTS,KQ,NSA
IGPY,9,WW,EX,BOP,CP,NSA
OKCQ,9,WW,EX,BOP,CP,SA
IIAK,9,WW,EX,BOP,CVM,NSA
OKQA,9,WW,EX,BOP,CVM,SA
OMEF,9,WW,EX,BOP,DEF,NSA
OLQU,9,WW,EX,BOP,VM,SA
OCFM,9,WW,IM,OTS,KQ,NSA
IGQC,9,WW,IM,BOP,CP,NSA
OKEC,9,WW,IM,BOP,CP,SA
IIAL,9,WW,IM,BOP,CVM,NSA
OKRM,9,WW,IM,BOP,CVM,SA
OMFS,9,WW,IM,BOP,DEF,NSA
OLSG,9,WW,IM,BOP,VM,SA
SHGV,1,EU,EX,OTS,CP,NSA
SHGX,1,EU,EX,OTS,CVM,NSA
SHGW,1,EU,EX,OTS,KQ,NSA
SHGL,1,EU,EX,BOP,CP,NSA
SHGM,1,EU,EX,BOP,CP,SA
SHGO,1,EU,EX,BOP,CVM,NSA
SHGP,1,EU,EX,BOP,CVM,SA
SHGT,1,EU,EX,BOP,DEF,NSA
SHGU,1,EU,EX,BOP,VM,SA
SHHI,1,EU,IM,OTS,CP,NSA
SHHK,1,EU,IM,OTS,CVM,NSA
SHHJ,1,EU,IM,OTS,KQ,NSA
SHGY,1,EU,IM,BOP,CP,NSA
SHGZ,1,EU,IM,BOP,CP,SA
SHHB,1,EU,IM,BOP,CVM,NSA
SHHC,1,EU,IM,BOP,CVM,SA
SHHG,1,EU,IM,BOP,DEF,NSA
SHHH,1,EU,IM,BOP,VM,SA
SHHV,1,RW,EX,OTS,CP,NSA
SHHX,1,RW,EX,OTS,CVM,NSA
SHHW,1,RW,EX,OTS,KQ,NSA
SHHL,1,RW,EX,BOP,CP,NSA
SHHM,1,RW,EX,BOP,CP,SA
SHHO,1,RW,EX,BOP,CVM,NSA
SHHP,1,RW,EX,BOP,CVM,SA
SHHT,1,RW,EX,BOP,DEF,NSA
SHHU,1,RW,EX,BOP,VM,SA
SHIJ,1,RW,IM,OTS,CP,NSA
SHIL,1,RW,IM,OTS,CVM,NSA
SHIK,1,RW,IM,OTS,KQ,NSA
SHHY,1,RW,IM,BOP,CP,NSA
SHHZ,1,RW,IM,BOP,CP,SA
SHIB,1,RW,IM,BOP,CVM,NSA
SHIC,1,RW,IM,BOP,CVM,SA
SHIH,1,RW,IM,BOP,DEF,NSA
SHII,1,RW,IM,BOP,VM,SA
EHBC,1,WW,BAL,BOP,CP,SA
BQCF,1,WW,EX,OTS,CP,NSA
OAMT,1,WW,EX,OTS,KQ,NSA
IHAQ,1,WW,EX,BOP,CP,NSA
BQMZ,1,WW,EX,BOP,CP,SA
IIGA,1,WW,EX,BOP,CVM,NSA
OEBB,1,WW,EX,BOP,CVM,SA
EHEY,1,WW,EX,BOP,DEF,NSA
EHCK,1,WW,EX,BOP,VM,SA
BQGC,1,WW,IM,OTS,CP,NSA
OCMT,1,WW,IM,OTS,KQ,NSA
IHAS,1,WW,IM,BOP,CP,NSA
BQQW,1,WW,IM,BOP,CP,SA
IIGB,1,WW,IM,BOP,CVM,NSA
OGSM,1,WW,IM,BOP,CVM,SA
EHGE,1,WW,IM,BOP,DEF,NSA
EHDQ,1,WW,IM,BOP,VM,SA
LGFS,11,EU,EX,OTS,CP,NSA
LGFU,11,EU,EX,OTS,CVM,NSA
LGFT,11,EU,EX,OTS,KQ,NSA
LGFI,11,EU,EX,BOP,CP,NSA
LGFJ,11,EU,EX,BOP,CP,SA
LGFL,11,EU,EX,BOP,CVM,NSA
LGFM,11,EU,EX,BOP,CVM,SA
LGFQ,11,EU,EX,BOP,DEF,NSA
LGFR,11,EU,EX,BOP,VM,SA
LGGF,11,EU,IM,OTS,CP,NSA
LGGH,11,EU,IM,OTS,CVM,NSA
LGGG,11,EU,IM,OTS,KQ,NSA
LGFV,11,EU,IM,BOP,CP,NSA
LGFW,11,EU,IM,BOP,CP,SA
LGFY,11,EU,IM,BOP,CVM,NSA
LGFZ,11,EU,IM,BOP,CVM,SA
LGGD,11,EU,IM,BOP,DEF,NSA
LGGE,11,EU,IM,BOP,VM,SA
LGGS,11,RW,EX,OTS,CP,NSA
LGGU,11,RW,EX,OTS,CVM,NSA
LGGT,11,RW,EX,OTS,KQ,NSA
LGGI,11,RW,EX,BOP,CP,NSA
LGGJ,11,RW,EX,BOP,CP,SA
LGGL,11,RW,EX,BOP,CVM,NSA
LGGM,11,RW,EX,BOP,CVM,SA
LGGQ,11,RW,EX,BOP,DEF,NSA
LGGR,11,RW,EX,BOP,VM,SA
LGHF,11,RW,IM,OTS,CP,NSA
LGHH,11,RW,IM,OTS,CVM,NSA
LGHG,11,RW,IM,OTS,KQ,NSA
LGGV,11,RW,IM,BOP,CP,NSA
LGGW,11,RW,IM,BOP,CP,SA
LGGY,11,RW,IM,BOP,CVM,NSA
LGGZ,11,RW,IM,BOP,CVM,SA
LGHD,11,RW,IM,BOP,DEF,NSA
LGHE,11,RW,IM,BOP,VM,SA
EHBD,11,WW,BAL,BOP,CP,SA
OAFN,11,WW,EX,OTS,KQ,NSA
IGQL,11,WW,EX,BOP,CP,NSA
BQNB,11,WW,EX,BOP,CP,SA
IIFO,11,WW,EX,BOP,CVM,NSA
OEBC,11,WW,EX,BOP,CVM,SA
EHEZ,11,WW,EX,BOP,DEF,NSA
EHCL,11,WW,EX,BOP,VM,SA
OCFN,11,WW,IM,OTS,KQ,NSA
IGQN,11,WW,IM,BOP,CP,NSA
EGAT,11,WW,IM,BOP,CP,SA
IIFP,11,WW,IM,BOP,CVM,NSA
OGSN,11,WW,IM,BOP,CVM,SA
EHGF,11,WW,IM,BOP,DEF,NSA
EHDR,11,WW,IM,BOP,VM,SA
LGHS,12,EU,EX,OTS,CP,NSA
LHSJ,12,EU,EX,OTS,CVM,NSA
LHSG,12,EU,EX,OTS,KQ,NSA
LGHI,12,EU,EX,BOP,CP,NSA
LGHJ,12,EU,EX,BOP,CP,SA
LGHL,12,EU,EX,BOP,CVM,NSA
LGHM,12,EU,EX,BOP,CVM,SA
LGHQ,12,EU,EX,BOP,DEF,NSA
LGHR,12,EU,EX,BOP,VM,SA
LJUT,12,EU,IM,OTS,CP,NSA
LJUX,12,EU,IM,OTS,CVM,NSA
LJUU,12,EU,IM,OTS,KQ,NSA
LHSK,12,EU,IM,BOP,CP,NSA
LJDG,12,EU,IM,BOP,CP,SA
LJDM,12,EU,IM,BOP,CVM,NSA
LJDN,12,EU,IM,BOP,CVM,SA
LJNR,12,EU,IM,BOP,DEF,NSA
LJUS,12,EU,IM,BOP,VM,SA
LJWB,12,RW,EX,OTS,CP,NSA
LJWT,12,RW,EX,OTS,CVM,NSA
LJWO,12,RW,EX,OTS,KQ,NSA
LJUY,12,RW,EX,BOP,CP,NSA
LJVD,12,RW,EX,BOP,CP,SA
LJVF,12,RW,EX,BOP,CVM,NSA
LJVG,12,RW,EX,BOP,CVM,SA
LJVS,12,RW,EX,BOP,DEF,NSA
LJVV,12,RW,EX,BOP,VM,SA
LKTU,12,RW,IM,OTS,CP,NSA
LKTW,12,RW,IM,OTS,CVM,NSA
LKTV,12,RW,IM,OTS,KQ,NSA
LKBU,12,RW,IM,BOP,CP,NSA
LKBV,12,RW,IM,BOP,CP,SA
LKBX,12,RW,IM,BOP,CVM,NSA
LKBY,12,RW,IM,BOP,CVM,SA
LKCC,12,RW,IM,BOP,DEF,NSA
LKCD,12,RW,IM,BOP,VM,SA
EHBE,12,WW,BAL,BOP,CP,SA
OAFO,12,WW,EX,OTS,KQ,NSA
IGQP,12,WW,EX,BOP,CP,NSA
BQOW,12,WW,EX,BOP,CP,SA
IIFQ,12,WW,EX,BOP,CVM,NSA
OEBD,12,WW,EX,BOP,CVM,SA
EHFA,12,WW,EX,BOP,DEF,NSA
EHCM,12,WW,EX,BOP,VM,SA
OCFO,12,WW,IM,OTS,KQ,NSA
IGQX,12,WW,IM,BOP,CP,NSA
EMAI,12,WW,IM,BOP,CP,SA
IIFR,12,WW,IM,BOP,CVM,NSA
OGSO,12,WW,IM,BOP,CVM,SA
EHGG,12,WW,IM,BOP,DEF,NSA
EHDS,12,WW,IM,BOP,VM,SA
SHIX,2,EU,EX,OTS,CP,NSA
SHIZ,2,EU,EX,OTS,CVM,NSA
SHIY,2,EU,EX,OTS,KQ,NSA
SHIM,2,EU,EX,BOP,CP,NSA
SHIN,2,EU,EX,BOP,CP,SA
SHIP,2,EU,EX,BOP,CVM,NSA
SHIQ,2,EU,EX,BOP,CVM,SA
SHIV,2,EU,EX,BOP,DEF,NSA
SHIW,2,EU,EX,BOP,VM,SA
SHJK,2,EU,IM,OTS,CP,NSA
SHJM,2,EU,IM,OTS,CVM,NSA
SHJL,2,EU,IM,OTS,KQ,NSA
SHJA,2,EU,IM,BOP,CP,NSA
SHJB,2,EU,IM,BOP,CP,SA
SHJD,2,EU,IM,BOP,CVM,NSA
SHJE,2,EU,IM,BOP,CVM,SA
SHJI,2,EU,IM,BOP,DEF,NSA
SHJJ,2,EU,IM,BOP,VM,SA
SHJX,2,RW,EX,OTS,CP,NSA
SHJZ,2,RW,EX,OTS,CVM,NSA
SHJY,2,RW,EX,OTS,KQ,NSA
SHJN,2,RW,EX,BOP,CP,NSA
SHJO,2,RW,EX,BOP,CP,SA
SHJQ,2,RW,EX,BOP,CVM,NSA
SHJR,2,RW,EX,BOP,CVM,SA
SHJV,2,RW,EX,BOP,DEF,NSA
SHJW,2,RW,EX,BOP,VM,SA
SHKK,2,RW,IM,OTS,CP,NSA
SHKM,2,RW,IM,OTS,CVM,NSA
SHKL,2,RW,IM,OTS,KQ,NSA
SHKA,2,RW,IM,BOP,CP,NSA
SHKB,2,RW,IM,BOP,CP,SA
SHKD,2,RW,IM,BOP,CVM,NSA
SHKE,2,RW,IM,BOP,CVM,SA
SHKI,2,RW,IM,BOP,DEF,NSA
SHKJ,2,RW,IM,BOP,VM,SA
EHBF,2,WW,BAL,BOP,CP,SA
BQCG,2,WW,EX,OTS,CP,NSA
OAMU,2,WW,EX,OTS,KQ,NSA
IHBF,2,WW,EX,BOP,CP,NSA
BQOX,2,WW,EX,BOP,CP,SA
IIGC,2,WW,EX,BOP,CVM,NSA
OEDZ,2,WW,EX,BOP,CVM,SA
EHFB,2,WW,EX,BOP,DEF,NSA
EHCN,2,WW,EX,BOP,VM,SA
BQGS,2,WW,IM,OTS,CP,NSA
OCMU,2,WW,IM,OTS,KQ,NSA
IHBR,2,WW,IM,BOP,CP,NSA
ENVB,2,WW,IM,BOP,CP,SA
IIGD,2,WW,IM,BOP,CVM,NSA
OGSP,2,WW,IM,BOP,CVM,SA
EHGH,2,WW,IM,BOP,DEF,NSA
EHDT,2,WW,IM,BOP,VM,SA
LKYL,24,EU,EX,OTS,CP,NSA
LKYN,24,EU,EX,OTS,CVM,NSA
LKYM,24,EU,EX,OTS,KQ,NSA
LKYD,24,EU,EX,BOP,CP,NSA
LKYE,24,EU,EX,BOP,CP,SA
LKYG,24,EU,EX,BOP,CVM,NSA
LKYH,24,EU,EX,BOP,CVM,SA
LNEC,24,EU,IM,OTS,CP,NSA
LNHX,24,EU,IM,OTS,CVM,NSA
LNED,24,EU,IM,OTS,KQ,NSA
LKYO,24,EU,IM,BOP,CP,NSA
LKYP,24,EU,IM,BOP,CP,SA
LMKP,24,EU,IM,BOP,CVM,NSA
LMKQ,24,EU,IM,BOP,CVM,SA
LMKU,24,EU,IM,BOP,DEF,NSA
LMKX,24,EU,IM,BOP,VM,SA
LNLK,24,RW,EX,OTS,CP,NSA
LNMY,24,RW,EX,OTS,CVM,NSA
LNLL,24,RW,EX,OTS,KQ,NSA
LNIL,24,RW,EX,BOP,CP,NSA
LNIT,24,RW,EX,BOP,CP,SA
LNJQ,24,RW,EX,BOP,CVM,NSA
LNJR,24,RW,EX,BOP,CVM,SA
LNOU,24,RW,IM,OTS,CP,NSA
LNOW,24,RW,IM,OTS,CVM,NSA
LNOV,24,RW,IM,OTS,KQ,NSA
LNMZ,24,RW,IM,BOP,CP,NSA
LNNA,24,RW,IM,BOP,CP,SA
LNON,24,RW,IM,BOP,CVM,NSA
LNOO,24,RW,IM,BOP,CVM,SA
LNOS,24,RW,IM,BOP,DEF,NSA
LNOT,24,RW,IM,BOP,VM,SA
EHBG,24,WW,BAL,BOP,CP,SA
OAFS,24,WW,EX,OTS,KQ,NSA
IGSA,24,WW,EX,BOP,CP,NSA
BQOY,24,WW,EX,BOP,CP,SA
IIEY,24,WW,EX,BOP,CVM,NSA
OCCP,24,WW,EX,BOP,CVM,SA
OCFS,24,WW,IM,OTS,KQ,NSA
IGSB,24,WW,IM,BOP,CP,NSA
ENVC,24,WW,IM,BOP,CP,SA
IIFS,24,WW,IM,BOP,CVM,NSA
OGSQ,24,WW,IM,BOP,CVM,SA
EHGI,24,WW,IM,BOP,DEF,NSA
EHDU,24,WW,IM,BOP,VM,SA
LOAT,25,EU,EX,OTS,CP,NSA
LOAV,25,EU,EX,OTS,CVM,NSA
LOAU,25,EU,EX,OTS,KQ,NSA
LNOX,25,EU,EX,BOP,CP,NSA
LNOY,25,EU,EX,BOP,CP,SA
LNPA,25,EU,EX,BOP,CVM,NSA
LNPB,25,EU,EX,BOP,CVM,SA
LOBG,25,EU,IM,OTS,CP,NSA
LOBI,25,EU,IM,OTS,CVM,NSA
LOBH,25,EU,IM,OTS,KQ,NSA
LOAW,25,EU,IM,BOP,CP,NSA
LOAX,25,EU,IM,BOP,CP,SA
LOAZ,25,EU,IM,BOP,CVM,NSA
LOBA,25,EU,IM,BOP,CVM,SA
LOBE,25,EU,IM,BOP,DEF,NSA
LOBF,25,EU,IM,BOP,VM,SA
LOBR,25,RW,EX,OTS,CP,NSA
LOBT,25,RW,EX,OTS,CVM,NSA
LOBS,25,RW,EX,OTS,KQ,NSA
LOBJ,25,RW,EX,BOP,CP,NSA
LOBK,25,RW,EX,BOP,CP,SA
LOBM,25,RW,EX,BOP,CVM,NSA
LOBN,25,RW,EX,BOP,CVM,SA
LOCE,25,RW,IM,OTS,CP,NSA
LOCG,25,RW,IM,OTS,CVM,NSA
LOCF,25,RW,IM,OTS,KQ,NSA
LOBU,25,RW,IM,BOP,CP,NSA
LOBV,25,RW,IM,BOP,CP,SA
LOBX,25,RW,IM,BOP,CVM,NSA
LOBY,25,RW,IM,BOP,CVM,SA
LOCC,25,RW,IM,BOP,DEF,NSA
LOCD,25,RW,IM,BOP,VM,SA
EHBH,25,WW,BAL,BOP,CP,SA
OAFT,25,WW,EX,OTS,KQ,NSA
IGSC,25,WW,EX,BOP,CP,NSA
BQOZ,25,WW,EX,BOP,CP,SA
IERD,25,WW,EX,BOP,CVM,NSA
OCCY,25,WW,EX,BOP,CVM,SA
OCFT,25,WW,IM,OTS,KQ,NSA
IGSH,25,WW,IM,BOP,CP,NSA
EQAH,25,WW,IM,BOP,CP,SA
IIFT,25,WW,IM,BOP,CVM,NSA
OGSR,25,WW,IM,BOP,CVM,SA
EHGJ,25,WW,IM,BOP,DEF,NSA
EHDV,25,WW,IM,BOP,VM,SA
MBBQ,26,EU,EX,OTS,CP,NSA
MBBS,26,EU,EX,OTS,CVM,NSA
MBBR,26,EU,EX,OTS,KQ,NSA
LOCH,26,EU,EX,BOP,CP,NSA
LOCI,26,EU,EX,BOP,CP,SA
MBBJ,26,EU,EX,BOP,CVM,NSA
MBBK,26,EU,EX,BOP,CVM,SA
MBBO,26,EU,EX,BOP,DEF,NSA
MBBP,26,EU,EX,BOP,VM,SA
MBCD,26,EU,IM,OTS,CP,NSA
MBCF,26,EU,IM,OTS,CVM,NSA
MBCE,26,EU,IM,OTS,KQ,NSA
MBBT,26,EU,IM,BOP,CP,NSA
MBBU,26,EU,IM,BOP,CP,SA
MBBW,26,EU,IM,BOP,CVM,NSA
MBBX,26,EU,IM,BOP,CVM,SA
MBCB,26,EU,IM,BOP,DEF,NSA
MBCC,26,EU,IM,BOP,VM,SA
MBCQ,26,RW,EX,OTS,CP,NSA
MBCS,26,RW,EX,OTS,CVM,NSA
MBCR,26,RW,EX,OTS,KQ,NSA
MBCG,26,RW,EX,BOP,CP,NSA
MBCH,26,RW,EX,BOP,CP,SA
MBCJ,26,RW,EX,BOP,CVM,NSA
MBCK,26,RW,EX,BOP,CVM,SA
MBCO,26,RW,EX,BOP,DEF,NSA
MBCP,26,RW,EX,BOP,VM,SA
MBDD,26,RW,IM,OTS,CP,NSA
MBDF,26,RW,IM,OTS,CVM,NSA
MBDE,26,RW,IM,OTS,KQ,NSA
MBCT,26,RW,IM,BOP,CP,NSA
MBCU,26,RW,IM,BOP,CP,SA
MBCW,26,RW,IM,BOP,CVM,NSA
MBCX,26,RW,IM,BOP,CVM,SA
MBDB,26,RW,IM,BOP,DEF,NSA
MBDC,26,RW,IM,BOP,VM,SA
EHBI,26,WW,BAL,BOP,CP,SA
OAFU,26,WW,EX,OTS,KQ,NSA
IGSM,26,WW,EX,BOP,CP,NSA
BQPA,26,WW,EX,BOP,CP,SA
IIFU,26,WW,EX,BOP,CVM,NSA
OEEV,26,WW,EX,BOP,CVM,SA
EHFC,26,WW,EX,BOP,DEF,NSA
EHCO,26,WW,EX,BOP,VM,SA
OCFU,26,WW,IM,OTS,KQ,NSA
IGSW,26,WW,IM,BOP,CP,NSA
EQAP,26,WW,IM,BOP,CP,SA
IIFV,26,WW,IM,BOP,CVM,NSA
OGSS,26,WW,IM,BOP,CVM,SA
EHGK,26,WW,IM,BOP,DEF,NSA
EHDW,26,WW,IM,BOP,VM,SA
MBDS,28,EU,EX,OTS,CP,NSA
MBDU,28,EU,EX,OTS,CVM,NSA
MBDT,28,EU,EX,OTS,KQ,NSA
MBDI,28,EU,EX,BOP,CP,NSA
MBDJ,28,EU,EX,BOP,CP,SA
MBDL,28,EU,EX,BOP,CVM,NSA
MBDM,28,EU,EX,BOP,CVM,SA
MBDQ,28,EU,EX,BOP,DEF,NSA
MBDR,28,EU,EX,BOP,VM,SA
MBEF,28,EU,IM,OTS,CP,NSA
MBEH,28,EU,IM,OTS,CVM,NSA
MBEG,28,EU,IM,OTS,KQ,NSA
MBDV,28,EU,IM,BOP,CP,NSA
MBDW,28,EU,IM,BOP,CP,SA
MBDY,28,EU,IM,BOP,CVM,NSA
MBDZ,28,EU,IM,BOP,CVM,SA
MBED,28,EU,IM,BOP,DEF,NSA
MBEE,28,EU,IM,BOP,VM,SA
MBHB,28,RW,EX,OTS,CP,NSA
MBHD,28,RW,EX,OTS,CVM,NSA
MBHC,28,RW,EX,OTS,KQ,NSA
MBEI,28,RW,EX,BOP,CP,NSA
MBEJ,28,RW,EX,BOP,CP,SA
MBEL,28,RW,EX,BOP,CVM,NSA
MBGV,28,RW,EX,BOP,CVM,SA
MBGZ,28,RW,EX,BOP,DEF,NSA
MBHA,28,RW,EX,BOP,VM,SA
MBHO,28,RW,IM,OTS,CP,NSA
MBHQ,28,RW,IM,OTS,CVM,NSA
MBHP,28,RW,IM,OTS,KQ,NSA
MBHE,28,RW,IM,BOP,CP,NSA
MBHF,28,RW,IM,BOP,CP,SA
MBHH,28,RW,IM,BOP,CVM,NSA
MBHI,28,RW,IM,BOP,CVM,SA
MBHM,28,RW,IM,BOP,DEF,NSA
MBHN,28,RW,IM,BOP,VM,SA
EHBJ,28,WW,BAL,BOP,CP,SA
OAFW,28,WW,EX,OTS,KQ,NSA
IGTH,28,WW,EX,BOP,CP,NSA
BQPB,28,WW,EX,BOP,CP,SA
IIFW,28,WW,EX,BOP,CVM,NSA
OEEW,28,WW,EX,BOP,CVM,SA
EHFD,28,WW,EX,BOP,DEF,NSA
EHCP,28,WW,EX,BOP,VM,SA
OCFW,28,WW,IM,OTS,KQ,NSA
IGUG,28,WW,IM,BOP,CP,NSA
EHAA,28,WW,IM,BOP,CP,SA
IIFX,28,WW,IM,BOP,CVM,NSA
OGST,28,WW,IM,BOP,CVM,SA
EHGL,28,WW,IM,BOP,DEF,NSA
EHDX,28,WW,IM,BOP,VM,SA
SDBB,2OCM,EU,EX,OTS,CP,NSA
SDBD,2OCM,EU,EX,OTS,CVM,NSA
SDBC,2OCM,EU,EX,OTS,KQ,NSA
MCVW,2OCM,EU,EX,BOP,CP,NSA
MCWB,2OCM,EU,EX,BOP,CP,SA
SDAT,2OCM,EU,EX,BOP,CVM,NSA
SDAU,2OCM,EU,EX,BOP,CVM,SA
SDAZ,2OCM,EU,EX,BOP,DEF,NSA
SDBA,2OCM,EU,EX,BOP,VM,SA
SDBO,2OCM,EU,IM,OTS,CP,NSA
SDBQ,2OCM,EU,IM,OTS,CVM,NSA
SDBP,2OCM,EU,IM,OTS,KQ,NSA
SDBE,2OCM,EU,IM,BOP,CP,NSA
SDBF,2OCM,EU,IM,BOP,CP,SA
SDBH,2OCM,EU,IM,BOP,CVM,NSA
SDBI,2OCM,EU,IM,BOP,CVM,SA
SDBM,2OCM,EU,IM,BOP,DEF,NSA
SDBN,2OCM,EU,IM,BOP,VM,SA
SDCB,2OCM,RW,EX,OTS,CP,NSA
SDCD,2OCM,RW,EX,OTS,CVM,NSA
SDCC,2OCM,RW,EX,OTS,KQ,NSA
SDBR,2OCM,RW,EX,BOP,CP,NSA
SDBS,2OCM,RW,EX,BOP,CP,SA
SDBU,2OCM,RW,EX,BOP,CVM,NSA
SDBV,2OCM,RW,EX,BOP,CVM,SA
SDBZ,2OCM,RW,EX,BOP,DEF,NSA
SDCA,2OCM,RW,EX,BOP,VM,SA
SDCO,2OCM,RW,IM,OTS,CP,NSA
SDCQ,2OCM,RW,IM,OTS,CVM,NSA
SDCP,2OCM,RW,IM,OTS,KQ,NSA
SDCE,2OCM,RW,IM,BOP,CP,NSA
SDCF,2OCM,RW,IM,BOP,CP,SA
SDCH,2OCM,RW,IM,BOP,CVM,NSA
SDCI,2OCM,RW,IM,BOP,CVM,SA
SDCM,2OCM,RW,IM,BOP,DEF,NSA
SDCN,2OCM,RW,IM,BOP,VM,SA
OACP,2OCM,WW,BAL,BOP,CP,SA
OPUX,2OCM,WW,EX,OTS,KQ,NSA
IGUH,2OCM,WW,EX,BOP,CP,NSA
OKCR,2OCM,WW,EX,BOP,CP,SA
IIAQ,2OCM,WW,EX,BOP,CVM,NSA
OKQB,2OCM,WW,EX,BOP,CVM,SA
OMEG,2OCM,WW,EX,BOP,DEF,NSA
OLQV,2OCM,WW,EX,BOP,VM,SA
ODRG,2OCM,WW,IM,OTS,KQ,NSA
IGUL,2OCM,WW,IM,BOP,CP,NSA
OKED,2OCM,WW,IM,BOP,CP,SA
IIAR,2OCM,WW,IM,BOP,CVM,NSA
OKRN,2OCM,WW,IM,BOP,CVM,SA
OMFT,2OCM,WW,IM,BOP,DEF,NSA
OLSH,2OCM,WW,IM,BOP,VM,SA
LKWZ,21,EU,EX,OTS,CP,NSA
LKXA,21,EU,IM,OTS,CP,NSA
LKXB,22,EU,EX,OTS,CP,NSA
LKXC,22,EU,IM,OTS,CP,NSA
LKYB,23,EU,EX,OTS,CP,NSA
LKYC,23,EU,IM,OTS,CP,NSA
MBDG,27,EU,EX,OTS,CP,NSA
MBDH,27,EU,IM,OTS,CP,NSA
MBHR,29,EU,EX,OTS,CP,NSA
MBHS,29,EU,IM,OTS,CP,NSA
SMIN,96,EU,EX,OTS,CP,NSA
SMIO,96,EU,IM,OTS,CP,NSA
SIGD,4,EU,EX,OTS,CP,NSA
SIGF,4,EU,EX,OTS,CVM,NSA
SIGE,4,EU,EX,OTS,KQ,NSA
SIFT,4,EU,EX,BOP,CP,NSA
SIFU,4,EU,EX,BOP,CP,SA
SIFW,4,EU,EX,BOP,CVM,NSA
SIFX,4,EU,EX,BOP,CVM,SA
SIGB,4,EU,EX,BOP,DEF,NSA
SIGC,4,EU,EX,BOP,VM,SA
SIGQ,4,EU,IM,OTS,CP,NSA
SIGS,4,EU,IM,OTS,CVM,NSA
SIGR,4,EU,IM,OTS,KQ,NSA
SIGG,4,EU,IM,BOP,CP,NSA
SIGH,4,EU,IM,BOP,CP,SA
SIGJ,4,EU,IM,BOP,CVM,NSA
SIGK,4,EU,IM,BOP,CVM,SA
SIGO,4,EU,IM,BOP,DEF,NSA
SIGP,4,EU,IM,BOP,VM,SA
SIHD,4,RW,EX,OTS,CP,NSA
SIHF,4,RW,EX,OTS,CVM,NSA
SIHE,4,RW,EX,OTS,KQ,NSA
SIGT,4,RW,EX,BOP,CP,NSA
SIGU,4,RW,EX,BOP,CP,SA
SIGW,4,RW,EX,BOP,CVM,NSA
SIGX,4,RW,EX,BOP,CVM,SA
SIHB,4,RW,EX,BOP,DEF,NSA
SIHC,4,RW,EX,BOP,VM,SA
SIHQ,4,RW,IM,OTS,CP,NSA
SIHS,4,RW,IM,OTS,CVM,NSA
SIHR,4,RW,IM,OTS,KQ,NSA
SIHG,4,RW,IM,BOP,CP,NSA
SIHH,4,RW,IM,BOP,CP,SA
SIHJ,4,RW,IM,BOP,CVM,NSA
SIHK,4,RW,IM,BOP,CVM,SA
SIHO,4,RW,IM,BOP,DEF,NSA
SIHP,4,RW,IM,BOP,VM,SA
EHBK,4,WW,BAL,BOP,CP,SA
BQCH,4,WW,EX,OTS,CP,NSA
OAGB,4,WW,EX,OTS,KQ,NSA
IHDA,4,WW,EX,BOP,CP,NSA
BQPI,4,WW,EX,BOP,CP,SA
IIGI,4,WW,EX,BOP,CVM,NSA
OEEX,4,WW,EX,BOP,CVM,SA
EHFE,4,WW,EX,BOP,DEF,NSA
EHCQ,4,WW,EX,BOP,VM,SA
BQHI,4,WW,IM,OTS,CP,NSA
OCGB,4,WW,IM,OTS,KQ,NSA
IHDB,4,WW,IM,BOP,CP,NSA
EHAB,4,WW,IM,BOP,CP,SA
IIGJ,4,WW,IM,BOP,CVM,NSA
OGSU,4,WW,IM,BOP,CVM,SA
EHGM,4,WW,IM,BOP,DEF,NSA
EHDY,4,WW,IM,BOP,VM,SA
SHKN,41,EU,EX,OTS,CP,NSA
SHKO,41,EU,IM,OTS,CP,NSA
SHTS,42,EU,EX,OTS,CP,NSA
SHTT,42,EU,IM,OTS,CP,NSA
SIDJ,43,EU,EX,OTS,CP,NSA
SIDK,43,EU,IM,OTS,CP,NSA
SDFO,3,EU,BAL,BOP,CP,NSA
SDFP,3,EU,BAL,BOP,CP,SA
SDJR,3,EU,EX,OTS,CP,NSA
SDJU,3,EU,EX,OTS,CVM,NSA
SDJT,3,EU,EX,OTS,KQ,NSA
SDFS,3,EU,EX,BOP,CP,NSA
SDFT,3,EU,EX,BOP,CP,SA
SDFV,3,EU,EX,BOP,CVM,NSA
